Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	173	29.421768707482993	0.0096916163139107	FLYWCH1, KIFC2, ADCY1, PPP2R5B, SNCB, SRCIN1, ATP1B2, TRAPPC2L, MED22, FLCN, ZIC1, CBX7, ATP2B2, CRY2, ANK1, PVALB, HOMER3, VPS4A, DHX30, NQO2, CASKIN1, DAB2IP, PDXK, RNF220, MADD, BAIAP2, RBFOX3, PTPRR, SOCS7, DCTN1, DCTN2, RNF130, PITPNM1, SGSM1, CELF6, ARRB1, TIAL1, CELF5, CELF3, MAP7D1, UNC13C, UNC13A, ASB6, DEAF1, KAZN, ARFGAP2, PANX2, CXXC5, CTIF, URGCP, SH3BP5L, NDRG3, ATN1, PELP1, NDRG4, TTBK1, PLCH2, HECTD4, CDC42EP4, IQSEC3, PARD6A, MLC1, SMG6, SMG7, CREBBP, SPTBN4, ABHD14A, KCTD2, UBE2L3, WIPI2, GAS7, TRIM62, FAM131B, SHANK3, RPS6KL1, NMT2, NTRK3, NMT1, EIF4E, ARMC7, TSC2, CACNA1G, SPTBN2, CYFIP2, OVCA2, TNK2, BEGAIN, RIT2, NAT8L, CLTB, BCAR1, PAX6, GABBR1, PPIP5K1, MCF2L, CKB, CAMKK2, ST6GALNAC6, MSRA, TRIM3, MGRN1, MAPT, ACTR1B, DLG4, KLHL22, CCDC184, AP3B2, SV2A, CEP170B, FBXL15, IP6K1, CDK16, CTBP1, RABL6, MICAL3, STXBP1, MINK1, LAS1L, STX1B, NRIP2, ELMO2, SENP3, MAST1, PPM1H, STH, SIAH3, SRGAP3, KIAA0513, INPP4A, MAPRE3, MAP3K12, EPN1, CUEDC2, PRKCZ, APC2, FKBP4, ABTB1, BRSK2, PPP6R2, EPB41L4B, BRSK1, STUB1, TRIM11, RGS11, TSPYL2, ARHGAP44, PTK2B, TSC22D4, CYP26B1, MLLT1, TNPO2, TERF2, CHD3, PDK2, DGKQ, NF2, PTPA, SRGAP2C, RTN4R, SCRN1, AMBRA1, RNF112, PPP1R9B, RPS6KA4, TENM1, MAP1S, POLDIP3, CABIN1, ATP6V0A1, DGKZ, MAPK8IP3, APBB1, TOB2	516	5222	18224	1.1700468203990868	0.9829371930572989	0.16892798567187806	12.777550964885542
GOTERM_BP_DIRECT	GO:0045956~positive regulation of calcium ion-dependent exocytosis	4	0.6802721088435374	0.01001817626356108	CACNA1G, STXBP1, SYT9, SCAMP5	484	16	16792	8.673553719008265	0.9999999892155861	0.367850332701965	15.737116596117417
GOTERM_BP_DIRECT	GO:0050885~neuromuscular process controlling balance	6	1.0204081632653061	0.010018373446809125	ATP2B2, BCR, GRIN2C, DLG4, NLGN2, SHANK3	484	46	16792	4.525332375134747	0.9999999892194991	0.36074501924653357	15.737402014394142
GOTERM_CC_DIRECT	GO:0043204~perikaryon	9	1.530612244897959	0.010375481312460633	AMIGO1, SLC8A2, KCNC3, RBFOX3, ENO2, GRIK5, CACNA1F, KCNK1, NPFF	516	106	18224	2.998683633172444	0.9872165896223236	0.17266710441751332	13.6192567272306
GOTERM_BP_DIRECT	GO:0043647~inositol phosphate metabolic process	6	1.0204081632653061	0.010952846944922377	PLCH2, PPIP5K1, INPP4A, IP6K1, INPP5A, IP6K2	484	47	16792	4.429048707578689	0.9999999980708373	0.3798328151456434	17.079858983048524
GOTERM_BP_DIRECT	GO:0007628~adult walking behavior	5	0.8503401360544218	0.01149846195079377	MAPT, SPTBN4, CEND1, ZIC1, OXR1	484	31	16792	5.59584110903759	0.9999999992941205	0.38739606661966275	17.854349995739504
GOTERM_BP_DIRECT	GO:0035176~social behavior	6	1.0204081632653061	0.011945091459215065	NRXN2, NRXN3, DLG4, MECP2, NPAS4, SHANK3	484	48	16792	4.336776859504132	0.999999999690167	0.392020034526109	18.48325972248881
GOTERM_CC_DIRECT	GO:0044295~axonal growth cone	4	0.6802721088435374	0.013346226317465754	TIAM1, FKBP4, RTN4R, L1CAM	516	18	18224	7.848406546080964	0.9963618669593302	0.20864756926446348	17.188850349870112
GOTERM_BP_DIRECT	GO:0048169~regulation of long-term neuronal synaptic plasticity	4	0.6802721088435374	0.013990665903948887	SYP, DLG4, CAMK2B, SYNGR1	484	18	16792	7.709825528007347	0.9999999999929005	0.43473831240886407	21.30621256032532
GOTERM_BP_DIRECT	GO:0007157~heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	6	1.0204081632653061	0.014108967564145996	AMIGO1, CADM3, CRTAM, CBLN1, TENM1, ADGRL1	484	50	16792	4.163305785123967	0.9999999999942946	0.43039810534322553	21.46662448879544
GOTERM_MF_DIRECT	GO:0001540~beta-amyloid binding	5	0.8503401360544218	0.015568326986668322	ACHE, DLGAP3, CLSTN1, APBA2, APBB1	484	34	16881	5.1291322314049586	0.999971504212509	0.7296990432495704	20.950573522956773
GOTERM_BP_DIRECT	GO:0032515~negative regulation of phosphoprotein phosphatase activity	3	0.5102040816326531	0.01575302506417677	PPP1R9B, CRY2, PTPA	484	7	16792	14.868949232585598	0.9999999999997273	0.4596521910787261	23.66427903470717
GOTERM_BP_DIRECT	GO:0097151~positive regulation of inhibitory postsynaptic potential	3	0.5102040816326531	0.01575302506417677	NLGN2, IGSF9B, RIMS1	484	7	16792	14.868949232585598	0.9999999999997273	0.4596521910787261	23.66427903470717
GOTERM_CC_DIRECT	GO:0005874~microtubule	17	2.891156462585034	0.015919794058060897	KIFC2, APC2, FKBP4, KLC2, DCTN1, DCTN2, MAP1LC3A, MAP1S, TIAM1, DYNLL2, MAPT, CEP170B, EMD, DNM1, TUBB4A, MAP6D1, NICN1	516	311	18224	1.930556594132456	0.998778910531651	0.23533731151244275	20.169945650220768
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	11	1.870748299319728	0.016131070698651585	AMIGO1, CDH22, CADM3, CRTAM, CDH15, CLSTN3, CDH18, FAT2, CLSTN1, IGSF9B, PCDHGA1	484	158	16792	2.41542002301496	0.9999999999998646	0.46060164381509294	24.16137110192479
GOTERM_MF_DIRECT	GO:0019904~protein domain specific binding	13	2.2108843537414966	0.01678395110007084	SCAF1, PRKCZ, CTBP1, THRA, SRCIN1, ATN1, HOMER3, HPCAL4, MECP2, STXBP1, VPS4A, STX1B, TRIM11	484	208	16881	2.1798811983471076	0.999987501567097	0.7147627940349816	22.400576791324845
GOTERM_CC_DIRECT	GO:0030426~growth cone	9	1.530612244897959	0.01716811535597543	ALS2, PPP1R9B, PTK2B, MAPT, GDPD5, ADGRL1, APBB1, MAP3K12, DCTN2	516	116	18224	2.740176423416199	0.9992816746897023	0.2430115106493438	21.579755734426787
GOTERM_BP_DIRECT	GO:0086091~regulation of heart rate by cardiac conduction	5	0.8503401360544218	0.01749245163451707	KCND3, SCN1B, SCN2B, CACNA1G, KCNJ3	484	35	16792	4.956316410861866	0.9999999999999891	0.4811755360954241	25.926326084252892
GOTERM_CC_DIRECT	GO:0031594~neuromuscular junction	6	1.0204081632653061	0.01928744105705469	ACHE, KCNC4, CDH15, SV2A, SYNGR1, UNC13A	516	55	18224	3.8528541226215642	0.9997086292061522	0.2603035129024921	23.92041388749806
GOTERM_BP_DIRECT	GO:0006886~intracellular protein transport	14	2.380952380952381	0.019468109713624518	VPS18, CLTB, TBC1D10B, ZP2, STX1B, RIMS1, C15ORF38-AP3S2, AP2B1, AP2A2, SGSM1, AP3B2, EHD1, TNPO2, VPS26B	484	236	16792	2.0581313909511136	0.9999999999999998	0.5114993051511734	28.41901590903978
GOTERM_CC_DIRECT	GO:0061202~clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane	3	0.5102040816326531	0.019933703834367617	RAB3A, DNAJC5, VAMP2	516	8	18224	13.244186046511627	0.999778802650561	0.2596170215769139	24.621153997722477
GOTERM_CC_DIRECT	GO:0005869~dynactin complex	3	0.5102040816326531	0.019933703834367617	ACTR1B, DCTN1, DCTN2	516	8	18224	13.244186046511627	0.999778802650561	0.2596170215769139	24.621153997722477
GOTERM_MF_DIRECT	GO:0005516~calmodulin binding	12	2.0408163265306123	0.02034064455802471	ATP2B2, ADCY1, SLC8A2, PDE1A, CAMK2B, RIT2, VAMP2, UNC13A, ADD2, CAMKK2, MAP6D1, SPTAN1	484	189	16881	2.21448248720976	0.9999988854869134	0.746073213135825	26.5017437428546
GOTERM_BP_DIRECT	GO:0021707~cerebellar granule cell differentiation	3	0.5102040816326531	0.020607716102004237	ATP2B2, CBLN1, KNDC1	484	8	16792	13.010330578512397	1.0	0.5247491601702159	29.82072969421218
GOTERM_BP_DIRECT	GO:0060371~regulation of atrial cardiac muscle cell membrane depolarization	3	0.5102040816326531	0.020607716102004237	SCN1B, SCN2B, CACNA1G	484	8	16792	13.010330578512397	1.0	0.5247491601702159	29.82072969421218
GOTERM_BP_DIRECT	GO:0007216~G-protein coupled glutamate receptor signaling pathway	3	0.5102040816326531	0.020607716102004237	TRPM3, HOMER3, GRM1	484	8	16792	13.010330578512397	1.0	0.5247491601702159	29.82072969421218
GOTERM_BP_DIRECT	GO:0030042~actin filament depolymerization	3	0.5102040816326531	0.020607716102004237	PPP1R9B, MICAL2, MICAL3	484	8	16792	13.010330578512397	1.0	0.5247491601702159	29.82072969421218
GOTERM_MF_DIRECT	GO:0017124~SH3 domain binding	9	1.530612244897959	0.021024917149862973	SH3BP5L, DAB2IP, MAPT, BCAR1, GRIK5, SOCS7, NCKIPSD, ELMO2, SHANK3	484	119	16881	2.637839433293979	0.9999993006692071	0.7243070277239262	27.26718809452867
GOTERM_MF_DIRECT	GO:0019905~syntaxin binding	7	1.1904761904761905	0.022851639793421818	VPS18, SYT2, SYT12, SYT3, STXBP1, SYT9, VAMP2	484	77	16881	3.1707362885048833	0.9999997987858406	0.7233239639457139	29.274322951928365
GOTERM_CC_DIRECT	GO:0098794~postsynapse	4	0.6802721088435374	0.02317822143960286	SLC17A7, MECP2, NPAS4, NPFF	516	22	18224	6.421423537702608	0.9999446892533824	0.2868180741887012	28.049475551492897
GOTERM_CC_DIRECT	GO:0060076~excitatory synapse	4	0.6802721088435374	0.02317822143960286	SYP, SLC17A7, DLG4, BSN	516	22	18224	6.421423537702608	0.9999446892533824	0.2868180741887012	28.049475551492897
GOTERM_MF_DIRECT	GO:0019901~protein kinase binding	19	3.231292517006803	0.02341451497301987	PRKCZ, DAB2IP, SRCIN1, BCAR1, SLC12A5, BRSK2, PTPRR, STXBP1, PAX6, BRSK1, STX1B, CAMK2N2, AP2A2, SYN1, MAPT, ZBTB4, SV2A, DNM1, MAP3K12	484	376	16881	1.7624571390891506	0.9999998629917208	0.7034776406419372	29.88229361467124
GOTERM_CC_DIRECT	GO:0008091~spectrin	3	0.5102040816326531	0.025154878478201102	SPTBN4, SPTBN2, SPTAN1	516	9	18224	11.772609819121445	0.9999762813332964	0.2988089850528718	30.06652256425214
GOTERM_BP_DIRECT	GO:0051262~protein tetramerization	5	0.8503401360544218	0.02730837293962793	TRPM3, KCNC1, ACHE, KCNC3, DNM1	484	40	16792	4.336776859504132	1.0	0.6209742475118192	37.553901479032426
GOTERM_CC_DIRECT	GO:0043209~myelin sheath	10	1.7006802721088436	0.028879538597493207	SYN1, SLC25A4, ENO2, SLC25A3, STXBP1, GNB5, EHD1, DNM1, TUBB4A, CKB	516	152	18224	2.3235414116687063	0.9999952119597998	0.3264153421866015	33.72530657848366
GOTERM_BP_DIRECT	GO:0035235~ionotropic glutamate receptor signaling pathway	4	0.6802721088435374	0.03057384090455733	GRIN2C, PTK2B, GRIK5, GRIA4	484	24	16792	5.78236914600551	1.0	0.6561158202627948	41.02486409902614
GOTERM_BP_DIRECT	GO:0006813~potassium ion transport	7	1.1904761904761905	0.030679936022467814	KCNC1, KCND3, KCNC4, ATP1B2, KCNK1, KCNQ2, KCNJ3	484	82	16792	2.961701269905261	1.0	0.6505432920299563	41.134530258953305
GOTERM_BP_DIRECT	GO:0008104~protein localization	6	1.0204081632653061	0.030719725880566713	ALS2, CADM3, GRIN2C, TSC2, MECP2, MAPK8IP3	484	61	16792	3.4125457255114484	1.0	0.6442829085712467	41.17560988625696
GOTERM_MF_DIRECT	GO:0035615~clathrin adaptor activity	3	0.5102040816326531	0.03157617227057623	AP2A2, AP2B1, ARRB1	484	10	16881	10.463429752066116	0.999999999492231	0.7831701775444296	38.167435371572324
GOTERM_BP_DIRECT	GO:0040011~locomotion	3	0.5102040816326531	0.031886038843537357	ATP2B2, SCN1B, SHANK3	484	10	16792	10.408264462809917	1.0	0.6515759890693166	42.36781058010276
GOTERM_BP_DIRECT	GO:2000300~regulation of synaptic vesicle exocytosis	3	0.5102040816326531	0.031886038843537357	SYN1, RIMS1, RIMS4	484	10	16792	10.408264462809917	1.0	0.6515759890693166	42.36781058010276
GOTERM_BP_DIRECT	GO:0035414~negative regulation of catenin import into nucleus	3	0.5102040816326531	0.031886038843537357	DAB2IP, APC2, EMD	484	10	16792	10.408264462809917	1.0	0.6515759890693166	42.36781058010276
GOTERM_BP_DIRECT	GO:0007626~locomotory behavior	7	1.1904761904761905	0.03397517323910776	ALS2, ATP2B2, MECP2, SOBP, APBA2, GRM1, ANKH	484	84	16792	2.8911845730027546	1.0	0.6687530109802253	44.44666613955047
GOTERM_MF_DIRECT	GO:0008134~transcription factor binding	15	2.5510204081632653	0.03476229204939363	PARD6A, CTBP1, CAMTA2, THRA, CREBBP, PAX6, MECP2, CXXC5, TRIM11, HES5, ARRB1, PELP1, NAB2, GTF2F1, APBB1	484	284	16881	1.8421531253637529	0.9999999999436279	0.7926339583919454	41.14632042612374
GOTERM_MF_DIRECT	GO:0005543~phospholipid binding	7	1.1904761904761905	0.03668693818039084	MAP1LC3A, ARHGAP44, SPTBN4, SPTBN2, VAMP2, PLA2G4C, ARHGAP26	484	86	16881	2.8389150490101867	0.9999999999851102	0.7894741003576722	42.88031608834773
GOTERM_MF_DIRECT	GO:0030507~spectrin binding	4	0.6802721088435374	0.037164006206335136	ANK1, SPTBN4, ADD2, DCTN2	484	26	16881	5.365861411315957	0.9999999999892997	0.7737074131821624	43.30269060011819
GOTERM_MF_DIRECT	GO:0008017~microtubule binding	12	2.0408163265306123	0.037234121292762504	KIFC2, MAP1LC3A, APC2, TIAM1, MAP1S, MAPT, CLIP2, CLIP3, MAPRE3, DNM1, DCTN1, MAP6D1	484	208	16881	2.012198029243484	0.999999999989807	0.7548962160575421	43.36452108690448
GOTERM_CC_DIRECT	GO:0043005~neuron projection	13	2.2108843537414966	0.03750977089721376	SYP, FAM107A, NF2, TENM1, CYFIP2, RTN4R, SV2A, ADGRL1, RIT2, VAMP2, CDK16, UNC13A, SHANK3	516	237	18224	1.9372649069440355	0.9999998852729882	0.3931036122763787	41.53069172242979
GOTERM_BP_DIRECT	GO:0030534~adult behavior	4	0.6802721088435374	0.03766124033868657	NRXN2, NRXN3, SPTBN2, SHANK3	484	26	16792	5.3375715193897015	1.0	0.7005884490730563	47.94351738367666
GOTERM_BP_DIRECT	GO:0017157~regulation of exocytosis	4	0.6802721088435374	0.03766124033868657	CPLX2, CPLX1, VAMP2, STX1B	484	26	16792	5.3375715193897015	1.0	0.7005884490730563	47.94351738367666
GOTERM_BP_DIRECT	GO:0006904~vesicle docking involved in exocytosis	4	0.6802721088435374	0.03766124033868657	VPS18, CPLX2, STXBP1, STX1B	484	26	16792	5.3375715193897015	1.0	0.7005884490730563	47.94351738367666
GOTERM_BP_DIRECT	GO:0006600~creatine metabolic process	3	0.5102040816326531	0.03824194444211125	CKMT1A, SLC6A8, CKB	484	11	16792	9.462058602554471	1.0	0.700049252406252	48.47514684670158
GOTERM_BP_DIRECT	GO:0021680~cerebellar Purkinje cell layer development	3	0.5102040816326531	0.03824194444211125	SEZ6L2, SEZ6, FAIM2	484	11	16792	9.462058602554471	1.0	0.700049252406252	48.47514684670158
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	8	1.3605442176870748	0.038578809751891416	ANK1, MAPT, SPTBN4, SPTBN2, ACTL6B, EPB41L4B, TUBB4A, SPTAN1	484	110	16881	2.536589030803907	0.9999999999959873	0.7487068845846235	44.53821742371087
GOTERM_CC_DIRECT	GO:0030666~endocytic vesicle membrane	6	1.0204081632653061	0.0386264124851	AP2A2, AP2B1, DLG4, CAMK2B, GRIA4, CACNG2	516	66	18224	3.210711768851304	0.9999999293789995	0.39284297229591425	42.47573115147083
GOTERM_BP_DIRECT	GO:0007411~axon guidance	10	1.7006802721088436	0.0405491519421924	SCN1B, B4GAT1, NRXN3, SPTBN4, SPTBN2, PAX6, MAPK8IP3, ETV1, L1CAM, SPTAN1	484	159	16792	2.1820260928322677	1.0	0.7154947619635387	50.53731020108607
GOTERM_CC_DIRECT	GO:0015630~microtubule cytoskeleton	9	1.530612244897959	0.04083221239889088	APC2, PCIF1, ACTR1B, CDK16, MAP7D1, CDC42EP4, ZBTB18, MAPRE3, SPTAN1	516	137	18224	2.320149380410796	0.9999999729643646	0.40102334049453203	44.30099973134182
GOTERM_CC_DIRECT	GO:0031234~extrinsic component of cytoplasmic side of plasma membrane	6	1.0204081632653061	0.04307111624808353	TIAM1, PTK2B, DLG4, TNK2, CDK16, MCF2L	516	68	18224	3.116279069767442	0.9999999898211359	0.4089168869852696	46.0985363565366
GOTERM_BP_DIRECT	GO:0007010~cytoskeleton organization	10	1.7006802721088436	0.04333196265615431	MAST1, ANK1, MICAL2, MICAL3, SPTBN2, ACTL6B, NCKIPSD, ELMO2, TUBB4A, SPTAN1	484	161	16792	2.1549201786355936	1.0	0.7337062089096993	52.92122361563012
GOTERM_CC_DIRECT	GO:0060077~inhibitory synapse	3	0.5102040816326531	0.043616726771606204	NLGN2, IGSF9B, IQSEC3	516	12	18224	8.829457364341085	0.999999991980187	0.4041791820631665	46.52834608180433
GOTERM_BP_DIRECT	GO:0006810~transport	17	2.891156462585034	0.043905887965089346	GABRD, MLC1, SLC25A4, ATP1B2, GABRA6, SLC12A5, LCN8, CACNG2, ASIC1, GRIA4, PITPNM1, ATP2B2, GRIN2C, SLC6A8, SLC25A22, SLC25A3, SLC35F4	484	348	16792	1.6948323358981665	1.0	0.7327174978411402	53.399235577934
GOTERM_BP_DIRECT	GO:0021702~cerebellar Purkinje cell differentiation	3	0.5102040816326531	0.045033040768170676	ATP2B2, CEND1, FAIM2	484	12	16792	8.673553719008265	1.0	0.7362149044632587	54.3247557264946
GOTERM_BP_DIRECT	GO:0035641~locomotory exploration behavior	3	0.5102040816326531	0.045033040768170676	DLG4, NLGN2, SHANK3	484	12	16792	8.673553719008265	1.0	0.7362149044632587	54.3247557264946
GOTERM_BP_DIRECT	GO:0017156~calcium ion regulated exocytosis	3	0.5102040816326531	0.045033040768170676	SYT3, VAMP2, RIMS1	484	12	16792	8.673553719008265	1.0	0.7362149044632587	54.3247557264946
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	13	2.2108843537414966	0.050520243041770926	SLC22A17, SVOP, SLC8A2, SLC25A4, PANX2, SLC45A1, SLC22A31, ANKH, SLC17A7, SLC25A22, SV2A, ADD2, SLC25A41	484	244	16792	1.8484622679853677	1.0	0.771415748924941	58.58850225357295
GOTERM_CC_DIRECT	GO:0044306~neuron projection terminus	3	0.5102040816326531	0.05060271704168253	DLG4, BSN, VAMP2	516	13	18224	8.150268336314848	0.9999999996256675	0.44381000004596405	51.75761450389062
GOTERM_MF_DIRECT	GO:0022857~transmembrane transporter activity	5	0.8503401360544218	0.0510606971246399	ATP5D, SLC22A17, SVOP, SV2A, SLC22A31	484	49	16881	3.5589897115871145	0.9999999999999993	0.8258586968846062	54.40042355034825
GOTERM_MF_DIRECT	GO:0016709~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	3	0.5102040816326531	0.05173680378733993	MICAL2, CYP26B1, MICAL3	484	13	16881	8.048792116973935	0.9999999999999996	0.8149803884756888	54.88479400314014
GOTERM_BP_DIRECT	GO:0050806~positive regulation of synaptic transmission	3	0.5102040816326531	0.052229145155427294	CLSTN3, CLSTN1, DLG4	484	13	16792	8.006357279084552	1.0	0.7776808030984459	59.8379308766538
GOTERM_BP_DIRECT	GO:0089711~L-glutamate transmembrane transport	3	0.5102040816326531	0.052229145155427294	SLC17A7, SLC1A6, SLC25A22	484	13	16792	8.006357279084552	1.0	0.7776808030984459	59.8379308766538
GOTERM_BP_DIRECT	GO:0051693~actin filament capping	3	0.5102040816326531	0.052229145155427294	SPTBN4, SPTBN2, SPTAN1	484	13	16792	8.006357279084552	1.0	0.7776808030984459	59.8379308766538
GOTERM_BP_DIRECT	GO:0048712~negative regulation of astrocyte differentiation	3	0.5102040816326531	0.052229145155427294	NTRK3, HES5, GPR37L1	484	13	16792	8.006357279084552	1.0	0.7776808030984459	59.8379308766538
GOTERM_BP_DIRECT	GO:0002087~regulation of respiratory gaseous exchange by neurological system process	3	0.5102040816326531	0.052229145155427294	MECP2, NLGN2, ADORA1	484	13	16792	8.006357279084552	1.0	0.7776808030984459	59.8379308766538
GOTERM_MF_DIRECT	GO:0008565~protein transporter activity	6	1.0204081632653061	0.05514804858991301	C15ORF38-AP3S2, AP2A2, AP2B1, MLC1, TNPO2, VPS26B	484	72	16881	2.90650826446281	1.0	0.8209088486425826	57.25627101086772
GOTERM_CC_DIRECT	GO:0070554~synaptobrevin 2-SNAP-25-syntaxin-3-complexin complex	2	0.3401360544217687	0.055721787296776244	CPLX2, CPLX1	516	2	18224	35.31782945736434	0.999999999960935	0.4677696174722219	55.28339819727476
GOTERM_CC_DIRECT	GO:1902937~inward rectifier potassium channel complex	2	0.3401360544217687	0.055721787296776244	NOS1AP, KCNK1	516	2	18224	35.31782945736434	0.999999999960935	0.4677696174722219	55.28339819727476
GOTERM_MF_DIRECT	GO:0022839~ion gated channel activity	2	0.3401360544217687	0.056407095277217024	ASIC2, ASIC1	484	2	16881	34.87809917355372	1.0	0.8143241884356922	58.101765990927
GOTERM_MF_DIRECT	GO:0004379~glycylpeptide N-tetradecanoyltransferase activity	2	0.3401360544217687	0.056407095277217024	NMT2, NMT1	484	2	16881	34.87809917355372	1.0	0.8143241884356922	58.101765990927
GOTERM_BP_DIRECT	GO:2000474~regulation of opioid receptor signaling pathway	2	0.3401360544217687	0.05670170750331752	SYP, PPP1R9B	484	2	16792	34.69421487603306	1.0	0.80040020491758	62.9421227520674
GOTERM_BP_DIRECT	GO:0018008~N-terminal peptidyl-glycine N-myristoylation	2	0.3401360544217687	0.05670170750331752	NMT2, NMT1	484	2	16792	34.69421487603306	1.0	0.80040020491758	62.9421227520674
GOTERM_CC_DIRECT	GO:0071565~nBAF complex	3	0.5102040816326531	0.0579576798194122	DPF3, SMARCC2, ACTL6B	516	14	18224	7.568106312292358	0.9999999999854978	0.47266327132254404	56.746971244910135
GOTERM_BP_DIRECT	GO:0071805~potassium ion transmembrane transport	8	1.3605442176870748	0.06031222785474446	KCNC1, KCNC4, KCNC3, KCND1, SLC12A5, KCNK1, KCNQ2, KCNK12	484	121	16792	2.2938323884980534	1.0	0.8157894296315652	65.28178154284141
GOTERM_MF_DIRECT	GO:0051117~ATPase binding	6	1.0204081632653061	0.060682716088554065	RAB3A, ANK1, ATP1B2, SNU13, BRSK2, ATP6V0A1	484	74	16881	2.8279539870448964	1.0	0.8244467461495546	60.85793588565986
GOTERM_MF_DIRECT	GO:0030276~clathrin binding	5	0.8503401360544218	0.06110154783672208	AP2B1, SYT2, SYT12, SYT3, SYT9	484	52	16881	3.353663382072473	1.0	0.8140205906004421	61.118623123928664
GOTERM_MF_DIRECT	GO:0019900~kinase binding	6	1.0204081632653061	0.06356406271436457	DAB2IP, DGKQ, TIAM1, DLG4, IGSF9B, STUB1	484	75	16881	2.7902479338842974	1.0	0.8145175387633137	62.61885262264624
GOTERM_BP_DIRECT	GO:0042391~regulation of membrane potential	6	1.0204081632653061	0.06471541577696185	SLC1A6, CACNA1G, ASIC2, ASIC1, RIMS1, RIMS4	484	75	16792	2.7755371900826447	1.0	0.8334808749429103	67.94701292414256
GOTERM_CC_DIRECT	GO:0033268~node of Ranvier	3	0.5102040816326531	0.06565527145388175	SCN1B, SPTBN4, KCNQ2	516	15	18224	7.063565891472868	0.9999999999995302	0.5081874465055172	61.45238661239707
GOTERM_BP_DIRECT	GO:0061003~positive regulation of dendritic spine morphogenesis	3	0.5102040816326531	0.06772244397217621	TIAM1, BAIAP2, CAMK2B	484	15	16792	6.938842975206612	1.0	0.8430296972249667	69.65516710844962
GOTERM_BP_DIRECT	GO:1901381~positive regulation of potassium ion transmembrane transport	3	0.5102040816326531	0.06772244397217621	AMIGO1, KCNC1, NOS1AP	484	15	16792	6.938842975206612	1.0	0.8430296972249667	69.65516710844962
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	7	1.1904761904761905	0.0685190204418567	CKMT1A, PDXK, PPIP5K1, PRKCG, UCK1, TNK2, CKB	484	100	16792	2.428595041322314	1.0	0.8423684926531358	70.09309553965308
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	7	1.1904761904761905	0.0685190204418567	MEGF8, ASIC2, MAPK8IP3, APBA2, STX1B, TOB2, SLC4A5	484	100	16792	2.428595041322314	1.0	0.8423684926531358	70.09309553965308
GOTERM_CC_DIRECT	GO:0016323~basolateral plasma membrane	10	1.7006802721088436	0.07005178980017285	ANK1, SLC8A2, MLC1, NDRG4, ARRB1, CA11, DLG4, RHBG, MEGF11, ADORA1	516	180	18224	1.9621016365202413	0.9999999999999346	0.5230935003720122	63.921900674071175
GOTERM_MF_DIRECT	GO:0032403~protein complex binding	11	1.870748299319728	0.07188099170743004	DAB2IP, AP2B1, THRA, MLC1, PTK2B, DLG4, SLC25A3, KCTD2, FLCN, APBB1, DNM1	484	206	16881	1.862422771403354	1.0	0.841623552900202	67.29591760440677
GOTERM_CC_DIRECT	GO:0030673~axolemma	3	0.5102040816326531	0.07367033748343561	ANK1, MAPK8IP3, ADORA1	516	16	18224	6.622093023255814	0.9999999999999871	0.5330844879813599	65.8433183939211
GOTERM_MF_DIRECT	GO:0031434~mitogen-activated protein kinase kinase binding	3	0.5102040816326531	0.07527159722230997	DAB2IP, ARRB1, MAPK8IP3	484	16	16881	6.539643595041322	1.0	0.8449721860679715	69.04101239648396
GOTERM_BP_DIRECT	GO:0060292~long term synaptic depression	3	0.5102040816326531	0.07596591078680538	PTK2B, STXBP1, SHANK3	484	16	16792	6.505165289256198	1.0	0.8683301766575265	73.90913831784573
GOTERM_BP_DIRECT	GO:0086002~cardiac muscle cell action potential involved in contraction	3	0.5102040816326531	0.07596591078680538	SCN1B, SCN2B, CACNA1G	484	16	16792	6.505165289256198	1.0	0.8683301766575265	73.90913831784573
GOTERM_BP_DIRECT	GO:2000311~regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity	3	0.5102040816326531	0.07596591078680538	MINK1, NLGN2, CACNG2	484	16	16792	6.505165289256198	1.0	0.8683301766575265	73.90913831784573
GOTERM_BP_DIRECT	GO:0007158~neuron cell-cell adhesion	3	0.5102040816326531	0.07596591078680538	NRXN2, NRXN3, NLGN2	484	16	16792	6.505165289256198	1.0	0.8683301766575265	73.90913831784573
GOTERM_BP_DIRECT	GO:0048488~synaptic vesicle endocytosis	3	0.5102040816326531	0.07596591078680538	SYT2, SYT12, PIP5K1C	484	16	16792	6.505165289256198	1.0	0.8683301766575265	73.90913831784573
GOTERM_BP_DIRECT	GO:0017158~regulation of calcium ion-dependent exocytosis	4	0.6802721088435374	0.07863185955013388	SYT2, SYT12, SYT3, SYT9	484	35	16792	3.9650531286894926	1.0	0.8741184340773426	75.16013716855028
